Horizon,Num_Steps,Time_Mean,Time_Std,Volume_Mean,Volume_Std,Speedup_vs_Concrete,Slowdown_vs_SingleSymbolic
2,1,0.017824935913085937,0.0005364860813092802,0.3606698,0.0,0.9421132321783979,0.9637090640975732
3,1,0.03353738784790039,0.00024150834718482536,0.41580692,0.0,0.5811297683875278,0.9533989058001269
3,2,0.018257713317871092,0.00011461662671628568,0.46213564,0.0,1.0674707228147886,0.5190292093890807
4,1,0.05813777446746826,0.0005641112387573972,0.41677848,0.0,0.42253580619034437,1.0153695674985135
4,2,0.037828683853149414,0.00026669242652326594,0.49799356,2.9802322e-08,0.6493826615825796,0.660673627685958
4,3,0.02482123374938965,0.0013957332119596594,0.55222374,0.0,0.9896885728062643,0.4335000024983719
5,1,0.08351805210113525,0.0007771096554928202,0.34565666,0.0,0.36789484216533197,1.0042414352822053
5,2,0.04413838386535644,0.002128076603027506,0.5609673,5.9604645e-08,0.6961256372555905,0.5307306965242305
5,3,0.035343074798583986,9.864879225831057e-05,0.5651578,5.9604645e-08,0.8693601439831192,0.424973754417027
6,1,0.11631138324737549,0.0005136518115553118,0.24468522,1.4901161e-08,0.31751663898371063,0.9946287288487722
6,2,0.06862826347351074,0.0015457982702871682,0.43408147,0.0,0.5381281357717517,0.5868698364336309
6,3,0.05196034908294678,0.0009083433674587634,0.53531,5.9604645e-08,0.7107496415256668,0.4443353222701526
6,5,0.03828580379486084,0.004719929307923584,0.6868816,0.0,0.9646081791081583,0.32739839642733504
8,1,0.20053431987762452,0.0013307232789309324,0.19914052,1.4901161e-08,0.24574691841737606,0.9934832559293785
8,2,0.11204304695129394,0.0003513828225270495,0.3421976,0.0,0.4398371205334439,0.5550815000512036
8,3,0.06893253326416016,0.0008704340768693074,0.5531775,5.9604645e-08,0.7149119408973313,0.3415042254539261
8,5,0.06448559761047364,0.0001712962678537963,0.58134496,0.0,0.7642123663725884,0.31947330269302926
10,1,0.3082957983016968,0.002493995827851787,0.21374473,0.0,0.1990613464855362,0.968118822852069
10,2,0.16927270889282225,0.0008303362392695857,0.2820232,0.0,0.36254974075369883,0.5315547489684944
10,3,0.11076393127441406,0.003959554587858173,0.48874965,2.9802322e-08,0.5540592142195405,0.34782389948407877
10,5,0.08689234256744385,0.0017317017889392375,0.6228188,0.0,0.706273705052148,0.27286168953535644
