Horizon,Method,Trial,Time,Volume,Num_Steps
2,Concrete,0,0.053221940994262695,0.37149966,
2,Concrete,1,0.012818574905395508,0.37149966,
2,Concrete,2,0.013113260269165039,0.37149966,
2,Concrete,3,0.013681173324584961,0.37149966,
2,Concrete,4,0.012556791305541992,0.37149966,
2,Concrete,5,0.012406349182128906,0.37149966,
2,Concrete,6,0.012544393539428711,0.37149966,
2,Concrete,7,0.012298345565795898,0.37149966,
2,Concrete,8,0.012550592422485352,0.37149966,
2,Concrete,9,0.01273965835571289,0.37149966,
3,Concrete,0,0.01851034164428711,0.46213564,
3,Concrete,1,0.01838517189025879,0.46213564,
3,Concrete,2,0.019016742706298828,0.46213564,
3,Concrete,3,0.01987767219543457,0.46213564,
3,Concrete,4,0.0198514461517334,0.46213564,
3,Concrete,5,0.019836902618408203,0.46213564,
3,Concrete,6,0.019832849502563477,0.46213564,
3,Concrete,7,0.01977825164794922,0.46213564,
3,Concrete,8,0.019851207733154297,0.46213564,
3,Concrete,9,0.019955158233642578,0.46213564,
4,Concrete,0,0.0244901180267334,0.55222374,
4,Concrete,1,0.024333953857421875,0.55222374,
4,Concrete,2,0.024350881576538086,0.55222374,
4,Concrete,3,0.024391889572143555,0.55222374,
4,Concrete,4,0.02440786361694336,0.55222374,
4,Concrete,5,0.02492690086364746,0.55222374,
4,Concrete,6,0.025647640228271484,0.55222374,
4,Concrete,7,0.02431488037109375,0.55222374,
4,Concrete,8,0.024372100830078125,0.55222374,
4,Concrete,9,0.024416685104370117,0.55222374,
5,Concrete,0,0.0310513973236084,0.62656647,
5,Concrete,1,0.030541419982910156,0.62656647,
5,Concrete,2,0.03051280975341797,0.62656647,
5,Concrete,3,0.030481338500976562,0.62656647,
5,Concrete,4,0.03082275390625,0.62656647,
5,Concrete,5,0.030701398849487305,0.62656647,
5,Concrete,6,0.03081202507019043,0.62656647,
5,Concrete,7,0.030675649642944336,0.62656647,
5,Concrete,8,0.030858993530273438,0.62656647,
5,Concrete,9,0.030800819396972656,0.62656647,
6,Concrete,0,0.036824941635131836,0.6868816,
6,Concrete,1,0.036835670471191406,0.6868816,
6,Concrete,2,0.036940813064575195,0.6868816,
6,Concrete,3,0.03690147399902344,0.6868816,
6,Concrete,4,0.03683876991271973,0.6868816,
6,Concrete,5,0.03690814971923828,0.6868816,
6,Concrete,6,0.0377655029296875,0.6868816,
6,Concrete,7,0.036658525466918945,0.6868816,
6,Concrete,8,0.036699771881103516,0.6868816,
6,Concrete,9,0.03693437576293945,0.6868816,
8,Concrete,0,0.04925990104675293,0.79237515,
8,Concrete,1,0.049292802810668945,0.79237515,
8,Concrete,2,0.04920649528503418,0.79237515,
8,Concrete,3,0.04930400848388672,0.79237515,
8,Concrete,4,0.0493159294128418,0.79237515,
8,Concrete,5,0.04932594299316406,0.79237515,
8,Concrete,6,0.04922771453857422,0.79237515,
8,Concrete,7,0.049368858337402344,0.79237515,
8,Concrete,8,0.04929804801940918,0.79237515,
8,Concrete,9,0.049207210540771484,0.79237515,
10,Concrete,0,0.061775922775268555,0.96118826,
10,Concrete,1,0.06136178970336914,0.96118826,
10,Concrete,2,0.06131601333618164,0.96118826,
10,Concrete,3,0.061319828033447266,0.96118826,
10,Concrete,4,0.06123924255371094,0.96118826,
10,Concrete,5,0.0613100528717041,0.96118826,
10,Concrete,6,0.06133317947387695,0.96118826,
10,Concrete,7,0.061475515365600586,0.96118826,
10,Concrete,8,0.061209678649902344,0.96118826,
10,Concrete,9,0.061356544494628906,0.96118826,
2,Symbolic_Single,0,0.01870560646057129,0.3606698,
2,Symbolic_Single,1,0.01854395866394043,0.3606698,
2,Symbolic_Single,2,0.018393516540527344,0.3606698,
2,Symbolic_Single,3,0.01846909523010254,0.3606698,
2,Symbolic_Single,4,0.018920183181762695,0.3606698,
2,Symbolic_Single,5,0.018538713455200195,0.3606698,
2,Symbolic_Single,6,0.017981529235839844,0.3606698,
2,Symbolic_Single,7,0.01846933364868164,0.3606698,
2,Symbolic_Single,8,0.018494367599487305,0.3606698,
2,Symbolic_Single,9,0.018445491790771484,0.3606698,
3,Symbolic_Single,0,0.03710579872131348,0.41580692,
3,Symbolic_Single,1,0.036644697189331055,0.41580692,
3,Symbolic_Single,2,0.03710746765136719,0.41580692,
3,Symbolic_Single,3,0.03662991523742676,0.41580692,
3,Symbolic_Single,4,0.03606271743774414,0.41580692,
3,Symbolic_Single,5,0.03557395935058594,0.41580692,
3,Symbolic_Single,6,0.03333139419555664,0.41580692,
3,Symbolic_Single,7,0.03313732147216797,0.41580692,
3,Symbolic_Single,8,0.03308701515197754,0.41580692,
3,Symbolic_Single,9,0.033086299896240234,0.41580692,
4,Symbolic_Single,0,0.05654549598693848,0.41677848,
4,Symbolic_Single,1,0.054934024810791016,0.41677848,
4,Symbolic_Single,2,0.055013418197631836,0.41677848,
4,Symbolic_Single,3,0.05811762809753418,0.41677848,
4,Symbolic_Single,4,0.05770158767700195,0.41677848,
4,Symbolic_Single,5,0.05804586410522461,0.41677848,
4,Symbolic_Single,6,0.05782508850097656,0.41677848,
4,Symbolic_Single,7,0.058258056640625,0.41677848,
4,Symbolic_Single,8,0.05820322036743164,0.41677848,
4,Symbolic_Single,9,0.05793309211730957,0.41677848,
5,Symbolic_Single,0,0.08437252044677734,0.34565666,
5,Symbolic_Single,1,0.08227753639221191,0.34565666,
5,Symbolic_Single,2,0.08287715911865234,0.34565666,
5,Symbolic_Single,3,0.08266615867614746,0.34565666,
5,Symbolic_Single,4,0.08325076103210449,0.34565666,
5,Symbolic_Single,5,0.08350968360900879,0.34565666,
5,Symbolic_Single,6,0.08289766311645508,0.34565666,
5,Symbolic_Single,7,0.08321785926818848,0.34565666,
5,Symbolic_Single,8,0.08323311805725098,0.34565666,
5,Symbolic_Single,9,0.08335065841674805,0.34565666,
6,Symbolic_Single,0,0.12044024467468262,0.24468523,
6,Symbolic_Single,1,0.11726212501525879,0.24468523,
6,Symbolic_Single,2,0.1165471076965332,0.24468523,
6,Symbolic_Single,3,0.11663460731506348,0.24468523,
6,Symbolic_Single,4,0.11647462844848633,0.24468523,
6,Symbolic_Single,5,0.11648178100585938,0.24468523,
6,Symbolic_Single,6,0.11620306968688965,0.24468523,
6,Symbolic_Single,7,0.11534547805786133,0.24468523,
6,Symbolic_Single,8,0.11744832992553711,0.24468523,
6,Symbolic_Single,9,0.11655759811401367,0.24468523,
8,Symbolic_Single,0,0.20740032196044922,0.1991405,
8,Symbolic_Single,1,0.20140862464904785,0.1991405,
8,Symbolic_Single,2,0.20080137252807617,0.1991405,
8,Symbolic_Single,3,0.20061898231506348,0.1991405,
8,Symbolic_Single,4,0.20202112197875977,0.1991405,
8,Symbolic_Single,5,0.2002108097076416,0.1991405,
8,Symbolic_Single,6,0.20068025588989258,0.1991405,
8,Symbolic_Single,7,0.19987750053405762,0.1991405,
8,Symbolic_Single,8,0.20087599754333496,0.1991405,
8,Symbolic_Single,9,0.20460224151611328,0.1991405,
10,Symbolic_Single,0,0.3122446537017822,0.21374473,
10,Symbolic_Single,1,0.3079063892364502,0.21374473,
10,Symbolic_Single,2,0.30756711959838867,0.21374473,
10,Symbolic_Single,3,0.30539917945861816,0.21374473,
10,Symbolic_Single,4,0.3045046329498291,0.21374473,
10,Symbolic_Single,5,0.3075277805328369,0.21374473,
10,Symbolic_Single,6,0.30719852447509766,0.21374473,
10,Symbolic_Single,7,0.3083841800689697,0.21374473,
10,Symbolic_Single,8,0.4174067974090576,0.21374473,
10,Symbolic_Single,9,0.30634379386901855,0.21374473,
2,Symbolic_1Step,0,0.018345355987548828,0.3606698,1.0
2,Symbolic_1Step,1,0.018430709838867188,0.3606698,1.0
2,Symbolic_1Step,2,0.01788496971130371,0.3606698,1.0
2,Symbolic_1Step,3,0.01723194122314453,0.3606698,1.0
2,Symbolic_1Step,4,0.017228126525878906,0.3606698,1.0
2,Symbolic_1Step,5,0.0172271728515625,0.3606698,1.0
2,Symbolic_1Step,6,0.017075300216674805,0.3606698,1.0
2,Symbolic_1Step,7,0.01827692985534668,0.3606698,1.0
2,Symbolic_1Step,8,0.01829981803894043,0.3606698,1.0
2,Symbolic_1Step,9,0.018249034881591797,0.3606698,1.0
3,Symbolic_1Step,0,0.03316497802734375,0.41580692,1.0
3,Symbolic_1Step,1,0.033934831619262695,0.41580692,1.0
3,Symbolic_1Step,2,0.03402876853942871,0.41580692,1.0
3,Symbolic_1Step,3,0.033391475677490234,0.41580692,1.0
3,Symbolic_1Step,4,0.03345918655395508,0.41580692,1.0
3,Symbolic_1Step,5,0.03348493576049805,0.41580692,1.0
3,Symbolic_1Step,6,0.03345632553100586,0.41580692,1.0
3,Symbolic_1Step,7,0.033486366271972656,0.41580692,1.0
3,Symbolic_1Step,8,0.03348040580749512,0.41580692,1.0
3,Symbolic_1Step,9,0.03348660469055176,0.41580692,1.0
3,Symbolic_2Step,0,0.018553733825683594,0.46213564,2.0
3,Symbolic_2Step,1,0.01828765869140625,0.46213564,2.0
3,Symbolic_2Step,2,0.01837301254272461,0.46213564,2.0
3,Symbolic_2Step,3,0.018210172653198242,0.46213564,2.0
3,Symbolic_2Step,4,0.018213748931884766,0.46213564,2.0
3,Symbolic_2Step,5,0.018196582794189453,0.46213564,2.0
3,Symbolic_2Step,6,0.018162965774536133,0.46213564,2.0
3,Symbolic_2Step,7,0.018201351165771484,0.46213564,2.0
3,Symbolic_2Step,8,0.018186569213867188,0.46213564,2.0
3,Symbolic_2Step,9,0.01819133758544922,0.46213564,2.0
4,Symbolic_1Step,0,0.05792045593261719,0.41677848,1.0
4,Symbolic_1Step,1,0.05788683891296387,0.41677848,1.0
4,Symbolic_1Step,2,0.057936668395996094,0.41677848,1.0
4,Symbolic_1Step,3,0.057758331298828125,0.41677848,1.0
4,Symbolic_1Step,4,0.05771470069885254,0.41677848,1.0
4,Symbolic_1Step,5,0.0580296516418457,0.41677848,1.0
4,Symbolic_1Step,6,0.059293270111083984,0.41677848,1.0
4,Symbolic_1Step,7,0.05921006202697754,0.41677848,1.0
4,Symbolic_1Step,8,0.057781219482421875,0.41677848,1.0
4,Symbolic_1Step,9,0.0578465461730957,0.41677848,1.0
4,Symbolic_2Step,0,0.03820371627807617,0.4979936,2.0
4,Symbolic_2Step,1,0.038243770599365234,0.4979936,2.0
4,Symbolic_2Step,2,0.03813004493713379,0.4979936,2.0
4,Symbolic_2Step,3,0.03793168067932129,0.4979936,2.0
4,Symbolic_2Step,4,0.0376431941986084,0.4979936,2.0
4,Symbolic_2Step,5,0.037602901458740234,0.4979936,2.0
4,Symbolic_2Step,6,0.03747272491455078,0.4979936,2.0
4,Symbolic_2Step,7,0.03766989707946777,0.4979936,2.0
4,Symbolic_2Step,8,0.03758597373962402,0.4979936,2.0
4,Symbolic_2Step,9,0.037802934646606445,0.4979936,2.0
4,Symbolic_3Step,0,0.029004812240600586,0.55222374,3.0
4,Symbolic_3Step,1,0.02447199821472168,0.55222374,3.0
4,Symbolic_3Step,2,0.02437758445739746,0.55222374,3.0
4,Symbolic_3Step,3,0.024330615997314453,0.55222374,3.0
4,Symbolic_3Step,4,0.024348735809326172,0.55222374,3.0
4,Symbolic_3Step,5,0.024275541305541992,0.55222374,3.0
4,Symbolic_3Step,6,0.024317026138305664,0.55222374,3.0
4,Symbolic_3Step,7,0.02433490753173828,0.55222374,3.0
4,Symbolic_3Step,8,0.024305343627929688,0.55222374,3.0
4,Symbolic_3Step,9,0.024445772171020508,0.55222374,3.0
5,Symbolic_1Step,0,0.08368301391601562,0.34565666,1.0
5,Symbolic_1Step,1,0.0832207202911377,0.34565666,1.0
5,Symbolic_1Step,2,0.08317446708679199,0.34565666,1.0
5,Symbolic_1Step,3,0.08407306671142578,0.34565666,1.0
5,Symbolic_1Step,4,0.08312416076660156,0.34565666,1.0
5,Symbolic_1Step,5,0.08298182487487793,0.34565666,1.0
5,Symbolic_1Step,6,0.08349084854125977,0.34565666,1.0
5,Symbolic_1Step,7,0.08333706855773926,0.34565666,1.0
5,Symbolic_1Step,8,0.08255434036254883,0.34565666,1.0
5,Symbolic_1Step,9,0.0855410099029541,0.34565666,1.0
5,Symbolic_2Step,0,0.04555964469909668,0.56096727,2.0
5,Symbolic_2Step,1,0.04539942741394043,0.56096727,2.0
5,Symbolic_2Step,2,0.045531272888183594,0.56096727,2.0
5,Symbolic_2Step,3,0.04548478126525879,0.56096727,2.0
5,Symbolic_2Step,4,0.04533553123474121,0.56096727,2.0
