Horizon,Num_Steps,Time_Mean,Time_Std,Volume_Mean,Volume_Std,Speedup_vs_Concrete,Slowdown_vs_SingleSymbolic
2,1,0.017520594596862792,1.9254732273603563e-05,0.3606698,0.0,0.9519545713714183,0.9933467515737596
3,1,0.034285759925842284,0.00014215888266147402,0.41580692,0.0,0.5528358213106785,0.9978510157888235
3,2,0.018907856941223145,7.621963055578323e-05,0.46213564,0.0,1.0024613739560913,0.5502933082421906
4,1,0.05648777484893799,0.00012328944702805954,0.41677848,0.0,0.4473223597658181,0.9949322586429388
4,2,0.03517980575561523,7.875040376189301e-05,0.49799356,2.9802322e-08,0.7182599278369799,0.6196300649593064
4,3,0.025175142288208007,4.82508549274428e-05,0.55222374,0.0,1.0036981898284154,0.4434156106422568
5,1,0.09605209827423096,0.03452052054514065,0.34565666,0.0,0.32887542113283214,1.132747734626558
5,2,0.041620516777038576,0.00025765494321163863,0.5609673,5.9604645e-08,0.7589808276493377,0.4908330680978511
5,3,0.0367234468460083,0.00015712573222673328,0.5651578,5.9604645e-08,0.8601908857600471,0.43308165016583305
6,1,0.11838772296905517,0.0005667064932306871,0.24468522,1.4901161e-08,0.3207443056053711,0.9980992953362584
6,2,0.06893885135650635,0.0006185264046588586,0.43408147,0.0,0.5508096994471737,0.5812073856526948
6,3,0.05314486026763916,0.00030407754627162373,0.53531,5.9604645e-08,0.7145034873491346,0.4480519284735247
6,5,0.03796586990356445,6.428767658086385e-05,0.6868816,0.0,1.0001664150554759,0.3200813990440597
7,1,0.15814952850341796,0.0004730492558311913,0.18005416,0.0,0.2811600368566222,0.9882567198850313
7,2,0.07559187412261963,0.000338241406458944,0.46213347,2.9802322e-08,0.5882289304105625,0.47236421301608705
7,3,0.05948011875152588,0.00010259658979113641,0.5655676,5.9604645e-08,0.7475662153370822,0.3716838590162772
7,5,0.049701499938964847,0.000565362844815181,0.6466237,0.0,0.8946475924767536,0.31057848713084174
8,1,0.20368366241455077,0.0005299645896638274,0.19914052,1.4901161e-08,0.24877702645125102,0.9981620179269557
8,2,0.11355159282684327,0.00041996482813474404,0.3421976,0.0,0.44624487081799624,0.5564652839174641
8,3,0.07099647521972656,0.00014954387209288668,0.5531775,5.9604645e-08,0.7137229801249778,0.34792179270025164
8,5,0.0665015697479248,0.00014565083687169357,0.58134496,0.0,0.7619642072249522,0.32589428267348747
9,1,0.25528926849365235,0.0007194422255878361,0.21171136,1.4901161e-08,0.22412802187005723,0.9970510121816383
9,2,0.1204613447189331,0.00046168146196401535,0.3881752,2.9802322e-08,0.4749862197341324,0.47047064057751364
9,3,0.1037942886352539,0.000346111419435245,0.4320137,0.0,0.5512584507728128,0.40537622734042267
