Horizon,Num_Steps,Time_Mean,Time_Std,Volume_Mean,Volume_Std,Speedup_vs_Concrete,Slowdown_vs_SingleSymbolic
9,5,0.08889575004577636,0.00024461887500496214,0.50831616,5.9604645e-08,0.6436469541307926,0.3471888892344532
10,1,0.3126302003860474,0.0005023017364389432,0.21374473,0.0,0.2022610818658394,0.9608875040065494
10,2,0.17040553092956542,0.001129703814010519,0.2820232,0.0,0.37107318177455456,0.5237515284244071
10,3,0.11042129993438721,0.00029379400162852945,0.48874965,2.9802322e-08,0.5726514956044656,0.33938642892494914
10,5,0.08857157230377197,0.0001377511266083464,0.6228188,0.0,0.7139189348151972,0.27222999227782024
11,1,0.387652325630188,0.035308124605443525,0.20363775,0.0,0.18063003507465902,1.029738657690042
11,2,0.17673540115356445,0.00032171602683135495,0.3199187,2.9802322e-08,0.3961948354337485,0.46947035453567315
11,3,0.12202529907226563,0.0003071097064808997,0.50102675,5.9604645e-08,0.5738289822497045,0.3241414003298722
11,5,0.09532411098480224,0.0005093272223096755,0.70048666,0.0,0.7345639256632325,0.25321380938812776
12,1,0.45415654182434084,0.00696472535639233,0.18573661,1.4901161e-08,0.16760387818469138,1.0102295206466758
12,2,0.25414671897888186,0.03767084923520735,0.23087056,1.4901161e-08,0.2995057265289052,0.5653260372659477
12,3,0.17212116718292236,0.0010994393380197066,0.35935313,0.0,0.4422372852713254,0.3828677299634808
12,5,0.1070828914642334,0.0006698669666029647,0.72528327,0.0,0.7108362192305174,0.23819605829924131
13,1,0.5432785272598266,0.046702840643868156,0.16333462,0.0,0.1521298800228361,1.0398093359526814
13,2,0.25869135856628417,0.004299872052805905,0.25816506,2.9802322e-08,0.31948843451546327,0.49512299174463564
13,3,0.19133224487304687,0.000180955875491982,0.4092246,2.9802322e-08,0.4319653345721201,0.3662008426713136
13,5,0.13827390670776368,0.00037832345173910615,0.7126136,0.0,0.5977186812671432,0.26464969973793895
14,1,0.6041365623474121,0.035979273927250505,0.14031525,1.4901161e-08,0.17339412843057692,1.0182208530925285
14,2,0.3152868032455444,0.0012564512359171016,0.19566736,1.4901161e-08,0.33224902407251256,0.5313891225555115
14,3,0.188600492477417,0.0005559006549484685,0.42978254,0.0,0.5554266126522316,0.3178701080395704
14,5,0.14531090259552001,0.00017517476185841807,0.6763796,0.0,0.7208938270300442,0.2449091818405311
15,1,0.6763149261474609,0.00048246580895637,0.120147504,7.450581e-09,0.13987515081061233,0.9795952195862243
15,2,0.32266190052032473,0.000792525107309617,0.21688953,0.0,0.29318507123956317,0.46735336316294696
15,3,0.25343573093414307,0.00043203079709073177,0.26903537,0.0,0.3732688044485984,0.36708406231640167
15,5,0.1725370168685913,0.0009170982303108289,0.58457124,5.9604645e-08,0.5482861243763929,0.24990789111948142
16,1,0.7810808420181274,0.03786543277007998,0.10283399,0.0,0.1287323411853244,0.9958655394931245
16,2,0.4068026304244995,0.0011286071400528931,0.17977105,0.0,0.24717235811153312,0.5186668257899919
16,3,0.261098837852478,0.0006590845240402348,0.3159222,2.9802322e-08,0.38510460741617486,0.3328968283835481
16,5,0.17859153747558593,0.0003296539435540405,0.6875433,0.0,0.5630186450561445,0.22770134440565795
17,1,0.8774681329727173,0.037795485457205964,0.09110345,0.0,0.12193959620506437,0.9968302343906649
17,2,0.4138219118118286,0.0008800848352690846,0.20790425,0.0,0.25856076433709635,0.47011415896080655
17,3,0.2741673946380615,0.0009960234050872578,0.3529282,0.0,0.3902656257092753,0.31146242010344816
17,5,0.19102079868316652,0.0008615558119347367,0.7471465,5.9604645e-08,0.5601385323227316,0.2170053821552895
18,1,0.9811546564102173,0.03921759224047854,0.07817816,0.0,0.11615278146763429,0.9982369560471992
18,2,0.5092462062835693,0.0009908802710432536,0.1730819,0.0,0.22378928107028057,0.5181123888246174
18,3,0.3566701889038086,0.0013603901166945075,0.22419663,0.0,0.31952163633923164,0.36287996123544647
18,5,0.20810091495513916,0.0008140939658858355,0.7888589,0.0,0.5476373922552683,0.2117240361020132
19,1,1.088315987586975,0.04228863158314123,0.065143414,0.0,0.11098553712322975,0.9964525921065731
19,2,0.531212592124939,0.041426410331247665,0.19626775,1.4901161e-08,0.2273804051951577,0.48637359959783266
19,3,0.36344993114471436,0.0005195638359033206,0.2665786,2.9802322e-08,0.3323355546160358,0.33277157564605137
19,5,0.23183181285858154,0.0006369745382326134,0.7871157,0.0,0.5210127676300383,0.2122631786085362
20,1,1.2027283191680909,0.04155752722280292,0.051466577,0.0,0.10486487335131398,0.997415021449944
20,2,0.6245434999465942,0.0007822470710640413,0.14684197,0.0,0.20194582583340576,0.5179299917262495
20,3,0.3762939929962158,0.0007421005770248691,0.2767989,0.0,0.33517397357674256,0.3120582388509899
20,5,0.28549349308013916,0.0008354957907117259,0.5535717,0.0,0.44177522753626147,0.23675795604555777
